date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:21	3118/3118	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:21	3680/3680	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:21	408105/408105	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/about-me.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/about-me.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:22	2763/2763	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:22	2190/2190	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/3.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/3.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:22	3110/3110	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-3.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-3.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:23	3695/3695	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/4.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/4.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:23	2917/2917	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-4.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-4.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:24	3013/3013	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/5.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/5.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:24	2352/2352	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-5.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-5.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:24	5760/5760	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/6.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/6.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:25	3871/3871	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-6.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-6.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:25	3617/3617	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/7.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/7.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:27	3058/3058	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-7.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-7.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:29	3214/3214	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-8.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/dark-log-8.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:29	4766/4766	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/logo/8.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/logo/8.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:31	447488/447488	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/hero-man.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/hero-man.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:39	88957/88957	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:42	82777/82777	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/3.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/3.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:42	204401/204401	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:34:50	172885/172885	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:04	284643/284643	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-4.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-4.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:20	200726/200726	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-3.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-3.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:22	389134/389134	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:29	170293/170293	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/5.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/5.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:32	150807/150807	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/6.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/6.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:33	382771/382771	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-5.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-5.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:40	313149/313149	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-6.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-6.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:43	104618/104618	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/7.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/7.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:48	200190/200190	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-7.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-7.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:50	121788/121788	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/8.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/8.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:35:58	200765/200765	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/9.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/9.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:02	24806/24806	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/testimonial/1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/testimonial/1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:02	43490/43490	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2013:51:05%20GMT	https://themihub.com/html/morex-demo/images/contact-bg.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/images/contact-bg.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:03	43490/43490	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2013:51:06%20GMT	https://themihub.com/html/morex-demo/images/contact-bg-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/images/contact-bg-dark.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:04	188398/188398	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-9.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-9.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:04	272635/272635	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/big-8.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/big-8.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:05	117706/117706	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/portfolio/4.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/portfolio/4.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:18	16183/16183	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/avatar-2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/avatar-2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:19	15271/15271	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/avatar.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/avatar.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:28	170377/170377	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/3.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/3.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:30	205627/205627	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:31	43490/43490	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2013:51:34%20GMT	https://themihub.com/html/morex-demo/images/footer-bg.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/images/footer-bg.38.delayed	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:37	43490/43490	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Dec%202024%2013:51:34%20GMT	https://themihub.com/html/morex-demo/images/footer-bg-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/images/footer-bg-dark.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:38	143706/143706	---M-Z	200	added ('OK')	application/javascript	etag:W/%222315a-9NyNRghnOcWBIRhbLQ9OGQcQ8Rs%22	https://cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	C:/Users/Acer/Desktop/GRPortfolio/cdn.jsdelivr.net/npm/swiper@8/swiper-bundle.min.js	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:39	5485/5485	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/js/imagesloaded.pkgd.min.js	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/js/imagesloaded.pkgd.min.js	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:41	35445/35445	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/js/isotope.pkgd.min.js	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/js/isotope.pkgd.min.js	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:41	14129/14129	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2025%20Feb%202023%2016:49:32%20GMT	https://themihub.com/html/morex-demo/morex/assets/js/script.js	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/js/script.js	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:45	181583/181583	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/2.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/2.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:36:57	124693/124693	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/contact-bg.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/contact-bg.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:01	43779/43779	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/footer-bg.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/footer-bg.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:03	138429/138429	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/about-me-bg.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/about-me-bg.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:04	95019/95019	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/home2-hero-bg-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/home2-hero-bg-dark.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:08	538794/538794	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/blog/blog-details-1.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/blog/blog-details-1.png	(from https://themihub.com/html/morex-demo/morex/index-dark.html)
19:37:17	35806/35806	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/footer-bg-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/footer-bg-dark.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:24	131457/131457	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/contact-bg-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/contact-bg-dark.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:25	156216/156216	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/hero-bg-img-dark.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/hero-bg-img-dark.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
19:37:47	497510/497510	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Feb%202023%2002:30:40%20GMT	https://themihub.com/html/morex-demo/morex/assets/images/hero-bg-img.png	C:/Users/Acer/Desktop/GRPortfolio/themihub.com/html/morex-demo/morex/assets/images/hero-bg-img.png	(from https://themihub.com/html/morex-demo/morex/assets/css/styles.css)
